 Flight Number,Departure Delay,Arrival Delay,Airline,Origin Airport,Destination Airport,Distance,Flight Date,Delay Ratio
4520,65,70,EV,EWR,PWM,233,2013-01-23 18:00:00,1.07692307692308
3531,NA,-6,MQ,LGA,RDU,NA,2013-12-14 08:00:00,0.666666666666667
4711,-2,8,EV,EWR,STL,867,2013-09-13 08:00:00,-4
4422,-4,-6,EV,EWR,PIT,235,2013-09-27 06:00:00,1.5
4682,69,53,EV,EWR,BNA,810,2013-05-14 19:00:00,0.768115942028985
2323,-3,-29,DL,JFK,PDX,2406,2013-02-17 17:00:00,9.66666666666667
1443,-3,NA,DL,JFK,SEA,2474,2013-08-11 09:00:00,5.33333333333333
1351,2,-30, AA ,JFK,ORD,773,2013-04-13 17:00:00,-15
1175,-2,-10,AA,LGA,MIA,1149,2013-12-22 06:00:00,5
157,2,7,B6,JFK,MCO,902,2013-02-01 16:00:00,3.5
3316,-13,-51,9E,JFK,IND,758,2013-09-25 14:00:00,3.92307692307692
181,NA,25,NA,JFK,SAN,2366,2013-05-09 08:00:00,-5
2191,210,194,US,LGA,DCA,256,2013-04-24 21:00:00,0.923809523809524
5825,-7,-20,EV,EWR,STL,823,2013-06-09 11:00:00,2.85714285714286
4658,-4,-22,MQ,LGA,ATL,679,2013-01-27 12:00:00,5.5
3728,0,-19, MQ,EWR,ORD,655,2013-02-02 14:00:00,-Inf
1176,132,164,B6,EWR,BOS,153,2013-02-27 16:00:00,1.24242424242424
3697,89,86,MQ,EWR,ORD,680,2013-02-04 12:00:00,0.966292134831461
3932,-2,-15,9E ,EWR,CVG,622,2013-10-15 17:00:00,7.5
181,-3,-13,DL,LGA,DTW,520,2013-02-02 09:00:00,4.33333333333333
34,-4,-10,B6,JFK,BTV,294,2013-07-24 11:00:00,2.5
3744,NA,NA,MQ,EWR,ORD,662,2013-05-23 20:00:00,0.907407407407407
4702,0,-18,EV,EWR,GSO,528,2013-04-23 16:00:00,-Inf
4398,-7,-10, EV,EWR,DTW,407,2013-04-18 07:00:00,1.42857142857143
3771,9,5,YV,LGA,IAD,168,2013-11-03 16:00:00,0.555555555555556
1066,0,-5,UA,EWR,BOS,114,2013-01-28 21:00:00,-Inf
544,-8,-21,UA,LGA,ORD,NA,2013-09-17 08:00:00,2.625
1685,2,-21,DL,LGA,MCO,976,2013-01-25 12:00:00,-10.5
345,-5,15,AA,LGA,ORD,669,2013-04-23 17:00:00,-3
4322,166,161,EV ,EWR,PWM,373,2013-01-24 21:00:00,0.969879518072289
3852,-5,-15,EV,EWR,BTV,284,2013-06-11 13:00:00,3
1435,NA,10, NA,EWR,CLT,542,2013-04-04 10:00:00,1.66666666666667
4694,-2,-6,EV,EWR,MKE,697,2013-01-18 10:00:00,3
857,-2,-21,DL,JFK,SAN,2473,2013-07-08 08:00:00,10.5
1707,3,3,UA,EWR,TPA,1051,2013-04-21 11:00:00,1
3325,66,62,9E,JFK,DFW,1393,2013-10-22 18:00:00,0.93939393939394
5298,-7,NA,EV,LGA,OMA,1079,2013-10-29 17:00:00,0
425,125,102,B6,JFK,TPA,1002,2013-07-13 21:00:00,0.816
120,-4,-32,DL,JFK,LAX,2446,2013-03-12 09:00:00,8
987,-8,-26, B6,JFK,MCO,845,2013-03-17 07:00:00,3.25
5817,12,24,EV ,EWR,MEM,918,2013-06-28 08:00:00,2
772,NA,72,UA,EWR,MIA,1157,2013-01-16 06:00:00,3.1304347826087
2023,-6,-1,US,EWR,CLT,538,2013-10-10 06:00:00,0.166666666666667
5068,-4,-18,EV,EWR,DTW,550,2013-03-29 06:00:00,4.5
2902,-6,-17,9E,JFK,BOS,257,2013-11-27 12:00:00,2.83333333333333
4121,NA,NA,EV,EWR,ROC,214,2013-03-25 12:00:00,NA
1231,-2,-4,DL,LGA,DTW,443,2013-02-24 14:00:00,2
4380,-5,-8, EV,EWR,MSP,1102,2013-10-24 09:00:00,1.6
1919,-5,-11,DL,LGA,MSP,1058,2013-09-12 06:00:00,2.2
1152,-4,-6,UA,EWR,PDX,2441,2013-02-24 18:00:00,1.5
11,0,-15,AS,EWR,SEA,2368,2013-03-02 07:00:00,-Inf
4352,NA,NA,NA ,EWR,CVG,NA,2013-10-28 16:00:00,2
4667,130,133,EV,EWR,MSP,918,2013-02-20 15:00:00,1.02307692307692
4949,NA,NA,EV,LGA,GSO,541,2013-08-08 14:00:00,NA
1070,9,12,FL,LGA,ATL,740,2013-12-23 14:00:00,1.33333333333333
1517,-3,-29, DL,EWR,DTW,497,2013-12-02 09:00:00,9.66666666666667
4672,NA,NA,EV,EWR,STL,918,2013-08-09 20:00:00,NA
721,-5,-6,FL,LGA,CAK,402,2013-07-24 14:00:00,1.2
111,13,-3,B6,JFK,FLL,1102,2013-06-14 19:00:00,-0.230769230769231
1491,-7,-14,US,LGA,CLT,564,2013-03-11 18:00:00,2
21,78,89,AA,JFK,LAX,2408,2013-06-13 19:00:00,1.14102564102564
4434,NA,-4,EV,EWR,MHT,111,2013-02-26 13:00:00,-0.285714285714286
2181,109,139,US ,LGA,DCA,180,2013-12-17 13:00:00,1.27522935779817
345,-4,-16, AA,LGA,ORD,757,2013-03-22 17:00:00,4
332,2,-2,UA,EWR,BOS,259,2013-08-13 12:00:00,-1
1473,0,-6,DL,LGA,MEM,876,2013-01-08 16:00:00,-Inf
3825,11,NA,EV,EWR,STL,888,2013-05-16 16:00:00,0.0909090909090909
2493,-1,2,AA,JFK,MCO,1013,2013-09-25 07:00:00,-2
815,0,-9,WN,EWR,MDW,628,2013-02-15 06:00:00,-Inf
402,0,-26,DL,JFK,BOS,215,2013-09-07 16:00:00,-Inf
706,334,328,DL,JFK,AUS,1501,2013-01-14 16:00:00,0.982035928143713
1833,NA,30, NA,LGA,PHL,179,2013-12-13 06:00:00,0.714285714285714
263,1,12,UA,EWR,PBI,956,2013-12-28 18:00:00,12
4695,10,6,EV ,EWR,ROC,162,2013-11-19 16:00:00,0.6
2454,18,22,DL,JFK,DEN,1616,2013-07-27 18:00:00,1.22222222222222
3507,-1,-3,9E,JFK,MSY,1084,2013-10-29 08:00:00,3
4131,21,15,EV,EWR,RIC,NA,2013-10-01 18:00:00,0.714285714285714
4533,9,-12,EV,EWR,BUF,182,2013-07-13 12:00:00,-1.33333333333333
349,-7,-15,FL,LGA,ATL,812,2013-10-06 14:00:00,2.14285714285714
905,-4,-10, B6,JFK,ORD,701,2013-03-20 06:00:00,2.5
1028,79,57,UA,EWR,BOS,111,2013-07-01 16:00:00,0.721518987341772
1459,NA,NA,US,LGA,CLT,547,2013-01-17 12:00:00,-5.75
5109,125,105,EV,LGA,CHS,668,2013-08-19 09:00:00,0.84
1025,-3,-12,B6,JFK,TPA,1058,2013-11-17 08:00:00,4
883,-10,-16,US ,EWR,CLT,444,2013-10-22 06:00:00,1.6
199,-3,-1,B6,LGA,MCO,894,2013-11-20 09:00:00,0.333333333333333
1002,30,37,B6,JFK,BOS,122,2013-04-19 06:00:00,1.23333333333333
781,-8,5, DL,LGA,ATL,861,2013-03-17 12:00:00,-0.625
1682,1,-29,UA,EWR,DEN,1557,2013-08-17 08:00:00,-29
575,0,-1,AA,JFK,EGE,1666,2013-01-07 17:00:00,-Inf
2625,113,110,WN,LGA,MDW,632,2013-07-11 16:00:00,0.973451327433628
3535,NA,-3,NA,JFK,CMH,469,2013-08-26 19:00:00,0.75
172,-5,-9,AA,EWR,MIA,1183,2013-12-30 17:00:00,1.8
483,7,2,WN,EWR,MDW,684,2013-12-23 12:00:00,0.285714285714286
4191,NA,NA,EV,EWR,BNA,728,2013-05-23 19:00:00,NA
575,16,27, AA ,JFK,EGE,1765,2013-03-23 17:00:00,1.6875
1508,-5,NA,DL,JFK,RSW,1145,2013-03-31 16:00:00,6
559,-4,-9,UA,LGA,IAH,1332,2013-08-22 06:00:00,2.25
579,61,26,WN,LGA,MDW,686,2013-07-16 20:00:00,0.426229508196721
691,0,-23,UA,EWR,MCO,863,2013-07-20 08:00:00,-Inf
2924,-2,-19,9E,JFK,MSY,1216,2013-11-21 08:00:00,9.5
283,NA,-29,B6,JFK,MCO,NA,2013-10-09 16:00:00,29
1473,26,73,DL,LGA,MEM,911,2013-04-24 16:00:00,2.80769230769231
1712,35,15, UA,EWR,IAH,1404,2013-08-01 12:00:00,0.428571428571429
428,-4,-20,WN,LGA,MKE,802,2013-07-11 06:00:00,5
4449,8,17,MQ,JFK,DCA,135,2013-04-01 21:00:00,2.125
279,-6,-18,UA ,EWR,ORD,806,2013-03-01 07:00:00,3
228,-4,-15,UA,EWR,LAS,2277,2013-06-08 08:00:00,3.75
1134,-7,-31,UA,EWR,IAH,1335,2013-01-28 17:00:00,4.42857142857143
337,25,18,AA,LGA,ORD,716,2013-01-13 14:00:00,0.72
173,-4,-32,B6,JFK,SJC,2483,2013-06-04 18:00:00,8
1153,NA,NA, NA,EWR,MDW,774,2013-04-19 15:00:00,-2.66666666666667
707,-8,3,AA,LGA,DFW,1319,2013-04-10 06:00:00,-0.375
1115,-3,-22,UA,EWR,TPA,986,2013-10-15 15:00:00,7.33333333333333
199,-2,-7,B6,JFK,LAS,2195,2013-04-01 21:00:00,3.5
3301,-3,-6,MQ,LGA,RDU,479,2013-12-24 16:00:00,2
4569,-10,-22,MQ,LGA,RDU,481,2013-06-08 19:00:00,2.2
1178,-1,4,UA ,EWR,IAH,1350,2013-07-07 10:00:00,-4
4625,8,-8,EV,EWR,BWI,235,2013-11-16 08:00:00,-1
377,0,13, B6,LGA,FLL,1107,2013-05-01 14:00:00,Inf
2191,45,132,US,LGA,DCA,303,2013-06-13 21:00:00,2.93333333333333
693,NA,-15,UA,LGA,ORD,637,2013-06-06 18:00:00,15
4033,-6,-19,9E,LGA,TYS,714,2013-01-04 20:00:00,3.16666666666667
2039,-6,0,US,LGA,CLT,482,2013-10-20 18:00:00,0
4471,141,120,EV,EWR,CLT,477,2013-03-15 06:00:00,0.851063829787234
403,-5,-4,B6,JFK,SJU,1610,2013-10-24 08:00:00,0.8
3555,-7,NA,9E,LGA,BUF,NA,2013-10-06 19:00:00,2.71428571428571
1987,-4,-20, US,EWR,CLT,484,2013-03-07 05:00:00,5
4595,-6,-16,EV ,EWR,PWM,339,2013-08-25 12:00:00,2.66666666666667
2136,-11,-17,US,LGA,BOS,128,2013-10-18 07:00:00,1.54545454545455
1244,-1,-15,UA,EWR,SJU,1656,2013-07-30 20:00:00,15
4,NA,-8,NA,JFK,SJU,1667,2013-10-01 15:00:00,2
1723,-2,21,US,EWR,CLT,478,2013-01-21 13:00:00,-10.5
2065,29,19,DL,JFK,FLL,977,2013-12-26 20:00:00,0.655172413793103
3459,4,-11,9E,JFK,BNA,789,2013-10-20 15:00:00,-2.75
4963,-8,-3, EV,EWR,ATL,763,2013-02-14 10:00:00,0.375
95,97,135,DL,JFK,LAX,2457,2013-08-14 15:00:00,1.39175257731959
611,5,-4,B6,JFK,LAS,2209,2013-08-18 21:00:00,-0.8
4209,154,161,WN,LGA,MDW,685,2013-09-02 16:00:00,1.04545454545455
119,-3,-20,AA ,EWR,LAX,2357,2013-05-28 18:00:00,6.66666666666667
676,5,-1,UA,EWR,BOS,141,2013-12-11 08:00:00,-0.2
1171,NA,NA,WN,EWR,BNA,671,2013-05-21 07:00:00,-Inf
551,-1,-26,WN,LGA,BNA,695,2013-03-03 18:00:00,26
141,5,-6, B6,JFK,PBI,1014,2013-06-16 12:00:00,-1.2
3,58,33,WN,EWR,DEN,1581,2013-03-08 16:00:00,0.568965517241379
2806,-1,-23,WN,LGA,HOU,1342,2013-11-06 15:00:00,23
43,17,2,B6,JFK,MCO,994,2013-03-16 21:00:00,0.117647058823529
503,-9,-22,B6,EWR,FLL,1086,2013-03-05 09:00:00,2.44444444444444
1639,19,29,B6,LGA,RSW,1024,2013-12-27 13:00:00,1.52631578947368
1496,1,-9,UA,EWR,SNA,2373,2013-07-11 12:00:00,-9
4689,-7,-22,EV ,EWR,CHS,530,2013-01-14 10:00:00,3.14285714285714
1932,NA,45, NA,JFK,BOS,NA,2013-03-09 07:00:00,0.789473684210526
1747,-3,-17,DL,LGA,ATL,707,2013-10-03 09:00:00,5.66666666666667
743,-2,39,AA,LGA,DFW,1309,2013-02-21 12:00:00,-19.5
4521,-7,-3,MQ,LGA,RDU,505,2013-04-26 08:00:00,0.428571428571429
721,-3,15,FL,LGA,CAK,318,2013-06-19 14:00:00,-5
2140,-5,NA,US,LGA,BOS,169,2013-04-18 19:00:00,4
1257,1,-16,UA,LGA,IAH,1387,2013-08-08 10:00:00,-16
3572,2,10,MQ,LGA,CLE,479,2013-12-02 10:00:00,5
1519,-3,18, UA,EWR,STT,1659,2013-02-20 09:00:00,-6
5797,-4,-10,EV,EWR,RIC,316,2013-09-04 13:00:00,2.5
1499,NA,15,DL ,LGA,ATL,853,2013-05-08 17:00:00,0.357142857142857
655,-11,-46,AA,JFK,STT,1633,2013-02-22 08:00:00,4.18181818181818
4720,2,-5,WN,EWR,HOU,1408,2013-08-11 12:00:00,-2.5
228,-3,-14,UA,JFK,LAX,2548,2013-03-30 08:00:00,4.66666666666667
5370,59,42,EV,EWR,MSP,980,2013-10-03 14:00:00,0.711864406779661
4224,20,27,EV,EWR,MKE,810,2013-11-01 19:00:00,1.35
2079,-6,-21, US,LGA,CLT,604,2013-08-18 12:00:00,3.5
3834,NA,NA,EV,EWR,SDF,622,2013-05-23 21:00:00,NA
4208,-5,-7,9E,EWR,MSP,1078,2013-12-27 11:00:00,1.4
1451,-8,-39,UA,EWR,BOS,216,2013-07-05 20:00:00,4.875
161,NA,NA,NA,JFK,SMF,2584,2013-10-03 19:00:00,2.23076923076923
3350,1,-23,9E ,JFK,RDU,388,2013-09-27 16:00:00,-23
553,33,18,B6,JFK,PBI,986,2013-07-14 13:00:00,0.545454545454545
1054,18,9,UA,EWR,LAX,2493,2013-08-15 13:00:00,0.5
1061,-4,6, B6,JFK,AUS,1473,2013-01-16 08:00:00,-1.5
27,0,-15,DL,JFK,ATL,NA,2013-07-20 08:00:00,-Inf
4553,-5,-1,MQ,LGA,CLE,485,2013-04-08 12:00:00,0.2
1020,120,101,B6,JFK,BOS,157,2013-04-23 20:00:00,0.841666666666667
3521,29,10,9E,JFK,ORD,709,2013-07-02 08:00:00,0.344827586206897
353,-6,-11,FL,LGA,CAK,350,2013-03-05 11:00:00,1.83333333333333
317,NA,3,AA,LGA,ORD,658,2013-10-17 09:00:00,1
2069,-2,-13,US,JFK,CLT,458,2013-12-18 12:00:00,6.5
3261,-7,-26, EV ,EWR,ATL,752,2013-01-12 09:00:00,3.71428571428571
5716,NA,NA,EV,JFK,IAD,306,2013-09-13 06:00:00,NA
2454,70,71,DL,JFK,DEN,1647,2013-12-19 19:00:00,1.01428571428571
2169,-1,NA,US,LGA,DCA,154,2013-09-18 07:00:00,12
83,-1,-20,DL,JFK,FLL,1071,2013-05-28 19:00:00,20
3461,-7,-7,MQ,LGA,BNA,682,2013-11-24 12:00:00,1
517,-11,-14,B6,EWR,MCO,983,2013-01-26 08:00:00,1.27272727272727
985,-5,-18,UA,EWR,MCO,978,2013-03-26 13:00:00,3.6
561,NA,-27, NA,LGA,DEN,1653,2013-05-07 08:00:00,-4.5
4118,87,67,EV,EWR,BDL,125,2013-03-18 13:00:00,0.770114942528736
581,0,3,B6,JFK,HOU,1526,2013-08-23 14:00:00,Inf
2335,-9,-6,AA ,LGA,MIA,1114,2013-12-08 09:00:00,0.666666666666667
209,-3,-33,B6,JFK,LGB,2367,2013-04-27 13:00:00,11
5068,NA,NA,EV,EWR,DTW,437,2013-04-11 06:00:00,NA
2537,-4,-26,DL,JFK,SLC,2075,2013-12-04 19:00:00,6.5
3535,0,-8,MQ,JFK,CMH,502,2013-08-15 19:00:00,-Inf
496,-7,-4, UA,EWR,FLL,1045,2013-12-24 12:00:00,0.571428571428571
4106,-5,8,EV,EWR,GSO,473,2013-11-03 20:00:00,-1.6
4175,NA,NA,EV,EWR,AVL,NA,2013-08-15 08:00:00,1.08333333333333
169,76,75,VX,EWR,LAX,2551,2013-04-10 18:00:00,0.986842105263158
21,-3,-50,AA,JFK,LAX,2401,2013-09-04 19:00:00,16.6666666666667
2169,-6,-8,US,LGA,DCA,269,2013-05-02 10:00:00,1.33333333333333
1069,38,41,B6 ,JFK,AUS,1531,2013-04-01 20:00:00,1.07894736842105
2905,0,-33,9E,JFK,BOS,107,2013-11-28 19:00:00,-Inf
565,-1,-11, AA,JFK,DFW,1324,2013-02-06 16:00:00,11
1265,-4,-19,UA,EWR,PHX,2154,2013-04-06 15:00:00,4.75
1444,17,15,US,JFK,CLT,610,2013-06-12 10:00:00,0.88235294117647
2391,3,-36,DL,JFK,TPA,1017,2013-01-28 18:00:00,-12
423,NA,45,NA,JFK,LAX,2418,2013-08-09 16:00:00,-22.5
74,117,121,B6,JFK,BTV,267,2013-06-13 12:00:00,1.03418803418803
181,-1,-1,B6,JFK,SAN,2355,2013-01-17 08:00:00,1
3814,-5,25,WN,LGA,MKE,639,2013-10-16 09:00:00,-5
1122,-4,-10, UA,EWR,PBI,998,2013-11-22 13:00:00,2.5
1299,2,NA,UA ,EWR,RSW,1042,2013-01-15 07:00:00,0.5
1695,19,-8,UA,EWR,IAH,1485,2013-06-15 14:00:00,-0.421052631578947
2331,0,0,DL,LGA,DTW,552,2013-06-28 17:00:00,NaN
545,-6,25,B6,EWR,PBI,940,2013-03-02 10:00:00,-4.16666666666667
1779,55,63,DL,LGA,FLL,1086,2013-03-07 17:00:00,1.14545454545455
3305,NA,17,MQ,LGA,RDU,338,2013-10-09 13:00:00,Inf
1345,-6,-19,AA,JFK,MIA,1140,2013-09-16 07:00:00,3.16666666666667
854,20,1, AA,JFK,BOS,269,2013-06-06 16:00:00,0.05
645,1,14,FL,LGA,ATL,790,2013-05-17 18:00:00,14
3535,-5,-7,MQ,JFK,CMH,486,2013-07-06 19:00:00,1.4
1115,-6,-41,UA,EWR,TPA,NA,2013-08-28 06:00:00,6.83333333333333
3304,8,19,9E ,JFK,MSY,1134,2013-10-21 19:00:00,2.375
2933,5,26,9E,JFK,RDU,501,2013-11-26 16:00:00,5.2
997,-8,12,UA,EWR,LAX,2392,2013-10-03 08:00:00,-1.5
1070,-14,-17,FL,LGA,ATL,683,2013-12-25 14:00:00,1.21428571428571
1857,NA,NA, NA,LGA,STL,942,2013-04-06 15:00:00,4.33333333333333
1053,-6,9,UA,EWR,CLE,334,2013-10-06 18:00:00,-1.5
49,-3,-3,B6,JFK,PBI,1075,2013-05-03 06:00:00,1
1284,-5,-18,UA,EWR,SFO,2491,2013-11-09 16:00:00,3.6
1164,-2,7,UA,EWR,FLL,979,2013-12-01 13:00:00,-3.5
1255,-2,46,UA,EWR,SAN,2442,2013-11-04 17:00:00,-23
130,-3,10,B6,JFK,BUF,227,2013-01-24 18:00:00,-3.33333333333333
1689,0,-9,DL ,EWR,DTW,565,2013-06-08 12:00:00,-Inf
1711,-1,1, US,LGA,CLT,606,2013-10-28 10:00:00,-1
5714,NA,NA,EV,JFK,IAD,284,2013-04-10 19:00:00,NA
575,NA,-22,AA,JFK,EGE,1786,2013-02-27 17:00:00,-1.1
483,7,-6,UA,EWR,LAX,2504,2013-07-30 16:00:00,-0.857142857142857
673,0,5,B6,JFK,LAX,2414,2013-01-20 11:00:00,Inf
1584,-3,-7,UA,EWR,LAX,2550,2013-06-04 15:00:00,2.33333333333333
385,88,78,UA,EWR,IAH,1374,2013-01-21 13:00:00,0.886363636363636
745,-7,NA,B6,JFK,PSE,1624,2013-07-18 23:00:00,-0.428571428571429
305,-12,-37, B6,EWR,FLL,1151,2013-08-30 18:00:00,3.08333333333333
1491,-4,-15,US,LGA,CLT,558,2013-04-18 18:00:00,3.75
1417,0,-24,UA ,EWR,FLL,967,2013-01-04 20:00:00,-Inf
227,0,-7,B6,EWR,MCO,926,2013-08-11 08:00:00,-Inf
5322,NA,85,NA,LGA,RIC,NA,2013-11-28 13:00:00,0.85
4485,-4,-26,EV,EWR,RDU,474,2013-04-07 08:00:00,6.5
516,-3,9,US,EWR,PHX,2181,2013-10-03 16:00:00,-3
2190,-3,-11,DL,JFK,MIA,1022,2013-12-23 08:00:00,3.66666666666667
5716,-12,-25, EV,JFK,IAD,319,2013-12-03 06:00:00,2.08333333333333
300,-10,-4,AA,EWR,DFW,1297,2013-10-22 12:00:00,0.4
1543,90,84,US,LGA,CLT,477,2013-07-01 14:00:00,0.933333333333333
443,-6,-28,AA,JFK,MIA,993,2013-05-16 07:00:00,4.66666666666667
2019,-3,3,DL,LGA,MSP,934,2013-06-19 18:00:00,-1
3566,29,39,WN ,LGA,BNA,776,2013-11-19 11:00:00,1.3448275862069
214,NA,NA,UA,EWR,RDU,433,2013-12-01 20:00:00,0.933333333333333
1357,-6,-19,AA,JFK,SJU,1589,2013-12-25 08:00:00,3.16666666666667
711,-6,-5, B6,JFK,LAS,2219,2013-09-10 18:00:00,0.833333333333333
604,-3,-22,US,EWR,PHX,2075,2013-07-17 10:00:00,7.33333333333333
1638,44,59,UA,EWR,CLE,365,2013-07-17 15:00:00,1.34090909090909
279,8,82,UA,EWR,ORD,700,2013-12-10 07:00:00,10.25
1815,-3,9,AA,JFK,MCO,848,2013-07-02 07:00:00,-3
1701,1,-14,UA,EWR,FLL,1091,2013-06-20 06:00:00,-14
1250,221,245,WN,LGA,DEN,1583,2013-12-05 11:00:00,1.10859728506787
348,-8,4,FL,LGA,ATL,741,2013-11-02 13:00:00,-0.5
983,NA,6, NA ,LGA,TPA,1013,2013-01-02 07:00:00,-0.75
21,-2,-19,AS,EWR,SEA,2332,2013-04-28 07:00:00,9.5
269,15,0,DL,JFK,ATL,735,2013-04-06 08:00:00,0
4202,NA,NA,EV,EWR,STL,898,2013-08-28 17:00:00,NA
1465,58,84,DL,JFK,SFO,2664,2013-07-09 19:00:00,1.44827586206897
3330,0,NA,WN,EWR,MDW,NA,2013-10-02 12:00:00,-Inf
230,14,-11,UA,EWR,BOS,235,2013-07-12 06:00:00,-0.785714285714286
4963,-8,-9,EV,EWR,MSP,1072,2013-06-16 06:00:00,1.125
447,198,198, UA,EWR,PHX,2121,2013-10-07 08:00:00,1
3459,-2,-18,9E,JFK,BNA,708,2013-04-15 16:00:00,9
1454,NA,6,UA,LGA,IAH,1441,2013-12-05 06:00:00,0.857142857142857
773,128,122,AA ,LGA,DFW,1434,2013-06-18 17:00:00,0.953125
2379,-5,-17,DL,LGA,FLL,1048,2013-08-29 09:00:00,3.4
1467,0,40,AA,LGA,MIA,1174,2013-04-24 16:00:00,Inf
4432,-5,-3,EV,EWR,BTV,229,2013-01-10 13:00:00,0.6
1597,-7,-25,UA,EWR,EGE,1731,2013-04-01 09:00:00,3.57142857142857
4323,-7,-35, MQ,JFK,ORF,304,2013-02-28 17:00:00,5
4406,105,129,MQ,JFK,RDU,447,2013-03-23 08:00:00,1.22857142857143
2175,-6,3,US,LGA,DCA,201,2013-07-06 13:00:00,-0.5
3513,-1,-22,9E,LGA,MKE,657,2013-12-02 18:00:00,22
2142,NA,NA,NA,LGA,BOS,129,2013-04-04 20:00:00,2.33333333333333
5070,-4,-15,EV,EWR,ATL,833,2013-08-11 09:00:00,3.75
1193,-9,-11,AA ,LGA,DFW,1324,2013-09-03 19:00:00,1.22222222222222
3466,-4,-11,MQ,LGA,RDU,491,2013-09-10 11:00:00,2.75
4605,-5,-7, MQ,LGA,RDU,342,2013-04-09 13:00:00,1.4
356,-1,-18,UA,EWR,PHX,2085,2013-04-16 12:00:00,18
4301,23,20,EV,EWR,XNA,1058,2013-04-16 08:00:00,0.869565217391304
331,92,176,AA,LGA,ORD,762,2013-04-10 13:00:00,1.91304347826087
413,-3,-8,VX,JFK,LAX,2400,2013-08-01 16:00:00,2.66666666666667
3611,5,20,9E,JFK,PIT,327,2013-02-05 07:00:00,4
2280,NA,-29,DL,JFK,FLL,NA,2013-12-13 16:00:00,29
1185,-10,-35,B6,JFK,RDU,354,2013-04-09 17:00:00,3.5
1629,-3,-5, UA,EWR,MCO,917,2013-02-22 08:00:00,1.66666666666667
1624,-3,-15,UA ,EWR,FLL,965,2013-03-20 16:00:00,5
3795,-6,-13,MQ,EWR,ORD,747,2013-01-10 10:00:00,2.16666666666667
461,-5,NA,B6,LGA,PBI,1025,2013-08-12 07:00:00,0.2
1004,-4,7,B6,JFK,BOS,242,2013-02-03 09:00:00,-1.75
153,-1,-16,B6,JFK,MCO,1027,2013-02-07 14:00:00,16
450,-4,-29,UA,EWR,DFW,1354,2013-11-20 08:00:00,7.25
2223,24,18,AA,LGA,STL,880,2013-01-05 15:00:00,0.75
1148,NA,37, NA,EWR,TPA,1041,2013-07-12 10:00:00,2.3125
1345,15,1,DL,JFK,PHX,2078,2013-01-28 19:00:00,0.0666666666666667
914,-6,15,DL,LGA,DEN,1635,2013-02-25 08:00:00,-2.5
1695,26,12,UA,EWR,IAH,1393,2013-08-17 15:00:00,0.461538461538462
3565,29,59,MQ ,LGA,CLT,558,2013-10-10 09:00:00,2.03448275862069
3340,-8,-29,MQ,LGA,DTW,549,2013-09-14 13:00:00,3.625
147,10,17,B6,JFK,RSW,1088,2013-02-27 19:00:00,1.7
1519,-7,14,UA,EWR,MCO,907,2013-08-02 11:00:00,-2
2134,3,-16, US,LGA,BOS,116,2013-06-10 16:00:00,-5.33333333333333
1499,30,39,DL,LGA,ATL,733,2013-04-24 17:00:00,1.3
1163,NA,NA,UA,EWR,BOS,135,2013-09-30 12:00:00,5
477,-5,-43,DL,JFK,LAX,2469,2013-12-16 16:00:00,8.6
2331,-8,22,DL,JFK,DTW,560,2013-12-14 18:00:00,-2.75
1103,26,23,B6,JFK,SJU,1588,2013-12-26 20:00:00,0.884615384615385
1837,-10,-10,AA,LGA,MIA,1077,2013-01-30 06:00:00,1
2167,-8,-9,US ,LGA,DCA,NA,2013-10-14 06:00:00,1.125
3843,27,14, 9E,JFK,SYR,155,2013-01-02 15:00:00,0.518518518518518
1085,4,-26,B6,JFK,CLT,543,2013-04-09 17:00:00,-6.5
1581,-2,-23,UA,EWR,SEA,2348,2013-10-30 09:00:00,11.5
3493,0,10,MQ,LGA,CLE,342,2013-07-12 13:00:00,Inf
1485,NA,-26,NA,LGA,MCO,946,2013-05-14 19:00:00,13
235,14,-14,AA,JFK,SEA,2357,2013-10-03 19:00:00,-1
4348,2,10,EV,EWR,MSP,908,2013-11-10 20:00:00,5
1023,-5,1,DL,LGA,TPA,1015,2013-02-27 08:00:00,-0.2
1259,10,11, UA,LGA,IAH,1357,2013-02-04 17:00:00,1.1
423,-3,NA,B6,JFK,LAX,2384,2013-09-28 16:00:00,7
3419,5,6,MQ ,LGA,ATL,664,2013-11-22 08:00:00,1.2
3416,-3,-15,MQ,LGA,RDU,449,2013-07-30 15:00:00,5
727,-10,-2,B6,JFK,BQN,1610,2013-06-05 23:00:00,0.2
319,27,29,AA,LGA,ORD,652,2013-04-25 09:00:00,1.07407407407407
3380,NA,NA,9E,JFK,JAX,810,2013-06-30 19:00:00,NA
85,24,27,AA,JFK,SFO,2628,2013-07-30 15:00:00,1.125
1129,-3,-16, B6,JFK,RSW,1013,2013-08-03 11:00:00,5.33333333333333
1152,1,-16,UA,EWR,PDX,2362,2013-03-10 19:00:00,-16
1854,41,31,DL,LGA,FLL,1018,2013-02-12 19:00:00,0.75609756097561
1643,0,-32,DL,JFK,SEA,2511,2013-08-25 19:00:00,-Inf
4241,24,11,EV,EWR,DCA,142,2013-05-03 06:00:00,0.458333333333333
145,1,-25,AA ,JFK,SAN,2410,2013-01-05 17:00:00,-25
220,-3,-16,UA,EWR,DEN,1618,2013-03-06 15:00:00,5.33333333333333
3755,0,14,9E,JFK,BUF,232,2013-05-26 19:00:00,Inf
